dataset,embedding,regressor,strategy,method_label,auc_normalized_pred,file_path
AD-3-5-1,sei,MLPRegressor,kmeans_random,sei_MLPRegressor,0.1892159635774999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,MLPRegressor,kmeans_high_expression,sei_MLPRegressor,0.08851469584904,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,LinearRegression,kmeans_random,onehot_pca_LinearRegression,0.17590761180835,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,LinearRegression,kmeans_high_expression,onehot_pca_LinearRegression,0.48676986447535,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,RandomForestRegressor,kmeans_high_expression,onehot_pca_RandomForestRegressor,0.16684467803885,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,RandomForestRegressor,kmeans_random,onehot_pca_RandomForestRegressor,0.17590761180835,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,MLPRegressor,kmeans_random,onehot_pca_MLPRegressor,0.17590761180835,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,MLPRegressor,kmeans_high_expression,onehot_pca_MLPRegressor,0.14533730818275,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,LinearRegression,kmeans_random,evo_LinearRegression,0.174925573020875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,LinearRegression,kmeans_high_expression,evo_LinearRegression,0.236011059849775,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,RandomForestRegressor,kmeans_high_expression,evo_RandomForestRegressor,0.164058343202525,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,RandomForestRegressor,kmeans_random,evo_RandomForestRegressor,0.174925573020875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,MLPRegressor,kmeans_random,evo_MLPRegressor,0.174925573020875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,MLPRegressor,kmeans_high_expression,evo_MLPRegressor,0.094308520920975,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,LinearRegression,kmeans_random,sei_LinearRegression,0.169032975142125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,LinearRegression,kmeans_high_expression,sei_LinearRegression,0.1135741538015,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,RandomForestRegressor,kmeans_high_expression,sei_RandomForestRegressor,0.150218061499125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,RandomForestRegressor,kmeans_random,sei_RandomForestRegressor,0.1690344076275,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,MLPRegressor,kmeans_random,sei_MLPRegressor,0.169032975142125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,MLPRegressor,kmeans_high_expression,sei_MLPRegressor,0.206471950213125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,LinearRegression,kmeans_random,onehot_pca_LinearRegression,0.157620140552875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,LinearRegression,kmeans_high_expression,onehot_pca_LinearRegression,0.125476057664725,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,RandomForestRegressor,kmeans_high_expression,onehot_pca_RandomForestRegressor,0.145907688895375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,RandomForestRegressor,kmeans_random,onehot_pca_RandomForestRegressor,0.157620140552875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,MLPRegressor,kmeans_random,onehot_pca_MLPRegressor,0.157620140552875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,MLPRegressor,kmeans_high_expression,onehot_pca_MLPRegressor,0.2212319428550249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,LinearRegression,kmeans_random,evo_LinearRegression,0.1630166693598375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,LinearRegression,kmeans_high_expression,evo_LinearRegression,0.2951440514062876,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,RandomForestRegressor,kmeans_high_expression,evo_RandomForestRegressor,0.2930054190553875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,RandomForestRegressor,kmeans_random,evo_RandomForestRegressor,0.1630166693598375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,MLPRegressor,kmeans_random,evo_MLPRegressor,0.1630166693598375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,MLPRegressor,kmeans_high_expression,evo_MLPRegressor,0.1244719138282874,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,LinearRegression,kmeans_random,sei_LinearRegression,0.1567944421572875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,LinearRegression,kmeans_high_expression,sei_LinearRegression,0.4410437952581249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,RandomForestRegressor,kmeans_high_expression,sei_RandomForestRegressor,0.1403213306036249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,RandomForestRegressor,kmeans_random,sei_RandomForestRegressor,0.1567944421572875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,MLPRegressor,kmeans_random,sei_MLPRegressor,0.1567944421572875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,MLPRegressor,kmeans_high_expression,sei_MLPRegressor,0.18099546983872,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,LinearRegression,kmeans_random,onehot_pca_LinearRegression,0.1686231677354125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,LinearRegression,kmeans_high_expression,onehot_pca_LinearRegression,0.1822771195934125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,RandomForestRegressor,kmeans_high_expression,onehot_pca_RandomForestRegressor,0.1961985795969874,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,RandomForestRegressor,kmeans_random,onehot_pca_RandomForestRegressor,0.1686231677354125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,MLPRegressor,kmeans_random,onehot_pca_MLPRegressor,0.1686231677354125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,MLPRegressor,kmeans_high_expression,onehot_pca_MLPRegressor,0.1706219589719124,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,LinearRegression,kmeans_random,evo_LinearRegression,0.1200506327859999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,LinearRegression,kmeans_high_expression,evo_LinearRegression,0.1191701619157499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,RandomForestRegressor,kmeans_high_expression,evo_RandomForestRegressor,0.11173490399875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,RandomForestRegressor,kmeans_random,evo_RandomForestRegressor,0.1200506327859999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,MLPRegressor,kmeans_random,evo_MLPRegressor,0.1200506327859999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,MLPRegressor,kmeans_high_expression,evo_MLPRegressor,0.0954766920694249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-2-3,sei,LinearRegression,kmeans_random,sei_LinearRegression,0.2379107635359125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/sei_pca/combined_all_custom_metrics.csv
AD-2-2-3,sei,LinearRegression,kmeans_high_expression,sei_LinearRegression,0.1502719099136875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/sei_pca/combined_all_custom_metrics.csv
AD-2-2-3,sei,RandomForestRegressor,kmeans_high_expression,sei_RandomForestRegressor,0.31982543645463,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/sei_pca/combined_all_custom_metrics.csv
AD-2-2-3,sei,RandomForestRegressor,kmeans_random,sei_RandomForestRegressor,0.2379107635359125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/sei_pca/combined_all_custom_metrics.csv
AD-2-2-3,sei,MLPRegressor,kmeans_random,sei_MLPRegressor,0.2379107635359125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/sei_pca/combined_all_custom_metrics.csv
AD-2-2-3,sei,MLPRegressor,kmeans_high_expression,sei_MLPRegressor,0.2223242397034875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/sei_pca/combined_all_custom_metrics.csv
AD-2-2-3,onehot_pca,LinearRegression,kmeans_random,onehot_pca_LinearRegression,0.214369910912125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-2-2-3,onehot_pca,LinearRegression,kmeans_high_expression,onehot_pca_LinearRegression,0.310337016889375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-2-2-3,onehot_pca,RandomForestRegressor,kmeans_high_expression,onehot_pca_RandomForestRegressor,0.273746543445375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-2-2-3,onehot_pca,RandomForestRegressor,kmeans_random,onehot_pca_RandomForestRegressor,0.214369910912125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-2-2-3,onehot_pca,MLPRegressor,kmeans_random,onehot_pca_MLPRegressor,0.214369910912125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-2-2-3,onehot_pca,MLPRegressor,kmeans_high_expression,onehot_pca_MLPRegressor,0.1993232436394749,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-2-2-3,evo,LinearRegression,kmeans_random,evo_LinearRegression,0.200825352693125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-2-3,evo,LinearRegression,kmeans_high_expression,evo_LinearRegression,0.193843643494375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-2-3,evo,RandomForestRegressor,kmeans_high_expression,evo_RandomForestRegressor,0.166353784818125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-2-3,evo,RandomForestRegressor,kmeans_random,evo_RandomForestRegressor,0.200825352693125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-2-3,evo,MLPRegressor,kmeans_random,evo_MLPRegressor,0.200825352693125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-2-2-3,evo,MLPRegressor,kmeans_high_expression,evo_MLPRegressor,0.217227704904375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-2-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-3-3,sei,LinearRegression,kmeans_random,sei_LinearRegression,0.301790021809375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/sei_pca/combined_all_custom_metrics.csv
AD-4-3-3,sei,LinearRegression,kmeans_high_expression,sei_LinearRegression,0.3501112309306249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/sei_pca/combined_all_custom_metrics.csv
AD-4-3-3,sei,RandomForestRegressor,kmeans_high_expression,sei_RandomForestRegressor,0.310417540329375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/sei_pca/combined_all_custom_metrics.csv
AD-4-3-3,sei,RandomForestRegressor,kmeans_random,sei_RandomForestRegressor,0.301790021809375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/sei_pca/combined_all_custom_metrics.csv
AD-4-3-3,sei,MLPRegressor,kmeans_random,sei_MLPRegressor,0.301790021809375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/sei_pca/combined_all_custom_metrics.csv
AD-4-3-3,sei,MLPRegressor,kmeans_high_expression,sei_MLPRegressor,0.344447411997675,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/sei_pca/combined_all_custom_metrics.csv
AD-4-3-3,onehot_pca,LinearRegression,kmeans_random,onehot_pca_LinearRegression,0.1981773718491624,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-3-3,onehot_pca,LinearRegression,kmeans_high_expression,onehot_pca_LinearRegression,0.2557614205728374,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-3-3,onehot_pca,RandomForestRegressor,kmeans_high_expression,onehot_pca_RandomForestRegressor,0.2944739693516875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-3-3,onehot_pca,RandomForestRegressor,kmeans_random,onehot_pca_RandomForestRegressor,0.1981773718491624,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-3-3,onehot_pca,MLPRegressor,kmeans_random,onehot_pca_MLPRegressor,0.1981773718491624,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-3-3,onehot_pca,MLPRegressor,kmeans_high_expression,onehot_pca_MLPRegressor,0.2122948155246125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-3-3,evo,LinearRegression,kmeans_random,evo_LinearRegression,0.2259708506195,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-3-3,evo,LinearRegression,kmeans_high_expression,evo_LinearRegression,0.19531456141825,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-3-3,evo,RandomForestRegressor,kmeans_high_expression,evo_RandomForestRegressor,0.3542277796625001,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-3-3,evo,RandomForestRegressor,kmeans_random,evo_RandomForestRegressor,0.2259708506195,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-3-3,evo,MLPRegressor,kmeans_random,evo_MLPRegressor,0.2259708506195,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-3-3,evo,MLPRegressor,kmeans_high_expression,evo_MLPRegressor,0.2318514101191999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-3-3/evo2_pca/combined_all_custom_metrics.csv
AD-1-3-1,sei,LinearRegression,kmeans_random,sei_LinearRegression,0.1992030302954999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/sei_pca/combined_all_custom_metrics.csv
AD-1-3-1,sei,LinearRegression,kmeans_high_expression,sei_LinearRegression,0.26048230813425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/sei_pca/combined_all_custom_metrics.csv
AD-1-3-1,sei,RandomForestRegressor,kmeans_high_expression,sei_RandomForestRegressor,0.21064497004425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/sei_pca/combined_all_custom_metrics.csv
AD-1-3-1,sei,RandomForestRegressor,kmeans_random,sei_RandomForestRegressor,0.2106257859362499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/sei_pca/combined_all_custom_metrics.csv
AD-1-3-1,sei,MLPRegressor,kmeans_random,sei_MLPRegressor,0.2216228378762499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/sei_pca/combined_all_custom_metrics.csv
AD-1-3-1,sei,MLPRegressor,kmeans_high_expression,sei_MLPRegressor,0.233152425185,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/sei_pca/combined_all_custom_metrics.csv
AD-1-3-1,onehot_pca,LinearRegression,kmeans_random,onehot_pca_LinearRegression,0.1809461635585,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/onehot_pca/combined_all_custom_metrics.csv
AD-1-3-1,onehot_pca,LinearRegression,kmeans_high_expression,onehot_pca_LinearRegression,0.235683901256,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/onehot_pca/combined_all_custom_metrics.csv
AD-1-3-1,onehot_pca,RandomForestRegressor,kmeans_high_expression,onehot_pca_RandomForestRegressor,0.2400523798569999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/onehot_pca/combined_all_custom_metrics.csv
AD-1-3-1,onehot_pca,RandomForestRegressor,kmeans_random,onehot_pca_RandomForestRegressor,0.1809461635585,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/onehot_pca/combined_all_custom_metrics.csv
AD-1-3-1,onehot_pca,MLPRegressor,kmeans_random,onehot_pca_MLPRegressor,0.1809461635585,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/onehot_pca/combined_all_custom_metrics.csv
AD-1-3-1,onehot_pca,MLPRegressor,kmeans_high_expression,onehot_pca_MLPRegressor,0.250787965643,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/onehot_pca/combined_all_custom_metrics.csv
AD-1-3-1,evo,LinearRegression,kmeans_random,evo_LinearRegression,0.2088319764625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/evo2_pca/combined_all_custom_metrics.csv
AD-1-3-1,evo,LinearRegression,kmeans_high_expression,evo_LinearRegression,0.1891025364375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/evo2_pca/combined_all_custom_metrics.csv
AD-1-3-1,evo,RandomForestRegressor,kmeans_high_expression,evo_RandomForestRegressor,0.2141062995225,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/evo2_pca/combined_all_custom_metrics.csv
AD-1-3-1,evo,RandomForestRegressor,kmeans_random,evo_RandomForestRegressor,0.2088319764625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/evo2_pca/combined_all_custom_metrics.csv
AD-1-3-1,evo,MLPRegressor,kmeans_random,evo_MLPRegressor,0.2088319764625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/evo2_pca/combined_all_custom_metrics.csv
AD-1-3-1,evo,MLPRegressor,kmeans_high_expression,evo_MLPRegressor,0.2765210860125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-1-3-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-1,sei,LinearRegression,kmeans_random,sei_LinearRegression,0.1012060654335,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-1/sei_pca/combined_all_custom_metrics.csv
AD-4-2-1,sei,LinearRegression,kmeans_high_expression,sei_LinearRegression,0.06089001384175,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-1/sei_pca/combined_all_custom_metrics.csv
AD-4-2-1,sei,RandomForestRegressor,kmeans_high_expression,sei_RandomForestRegressor,0.07300958040925,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-1/sei_pca/combined_all_custom_metrics.csv
AD-4-2-1,sei,RandomForestRegressor,kmeans_random,sei_RandomForestRegressor,0.1012060654335,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-1/sei_pca/combined_all_custom_metrics.csv
AD-4-2-1,sei,MLPRegressor,kmeans_random,sei_MLPRegressor,0.1012060654335,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-1/sei_pca/combined_all_custom_metrics.csv
AD-4-2-1,sei,MLPRegressor,kmeans_high_expression,sei_MLPRegressor,0.108885601,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_trans_kmeans/AD-4-2-1/sei_pca/combined_all_custom_metrics.csv
